customer_id,female_flag
3029608888.23,1
3029641562.009,0
3029662703.866,1
3029670391.814,1
3029706909.567,0
3029741505.333,1
3029768413.151,1
3029854902.566,1
3029941391.981,1
3030066321.136,1
3030175874.395,1
3030179718.369,1
3030254675.862,0
3030289271.628,1
3030304647.524,1
3030375761.043,1
3030433420.653,1
3030473782.38,1
3030535285.964,1
3030619853.392,0
3030637151.275,1
3030656371.145,0
3030665981.08,1
3030692888.898,1
3030700576.846,1
3030710186.781,1
3030760158.443,1
3030877399.65,1
3030933137.273,1
3030938903.234,1
3030969655.026,1
3031008094.766,1
3031017704.701,1
3031086896.233,0
3031115726.038,1
3031148399.817,1
3031175307.635,0
3031182995.583,0
3031229123.271,1
3031242577.18,1
3031325222.621,1
3031361740.374,1
3031427087.932,0
3031630818.554,1
3031632740.541,0
3031657726.372,1
3031730761.878,1
3031799953.41,1
3031809563.345,1
3031823017.254,1
3031901818.721,1
3031928726.539,1
3031946024.422,1
3031988308.136,1
3032011371.98,1
3032013293.967,1
3032045967.746,1
3032065187.616,0
3032078641.525,0
3032126691.2,1
3032134379.148,1
3032299670.03,0
3032384237.458,0
3032530308.47,1
3032534152.444,1
3032659081.599,1
3032668691.534,0
3032705209.287,1
3032784010.754,1
3032878188.117,1
3032920471.831,1
3032976209.454,1
3033006961.246,1
3033022337.142,0
3033068464.83,1
3033208769.881,1
3033262585.517,1
3033308713.205,1
3033331777.049,1
3033385592.685,1
3033397124.607,0
3033408656.529,1
3033418266.464,1
3033539351.645,1
3033548961.58,1
3033581635.359,1
3033587401.32,1
3033700798.553,0
3033727706.371,1
3033729628.358,1
3033775756.046,1
3033892997.253,1
3033919905.071,0
3033946812.889,1
3033958344.811,1
3034025614.356,0
3034073664.031,0
3034117869.732,1
3034246642.861,1
3034250486.835,1
3034313912.406,1
3034371572.016,1
3034400401.821,1
3034456139.444,1
3034486891.236,1
3034529174.95,1
3034559926.742,1
3034563770.716,0
3034602210.456,1
3034611820.391,1
3034648338.144,1
3034729061.598,1
3034773267.299,1
3034804019.091,1
3034821316.974,1
3034834770.883,1
3034930870.233,0
3034946246.129,0
3035032735.544,1
3035084629.193,0
3035111537.011,1
3035171118.608,0
3035299891.737,1
3035319111.607,1
3035330643.529,1
3035334487.503,1
3035336409.49,1
3035426742.879,1
3035472870.567,1
3035501700.372,1
3035509388.32,1
3035551672.034,0
3035567047.93,1
3035578579.852,1
3035597799.722,1
3035622785.553,1
3035628551.514,1
3035680445.163,1
3035743870.734,1
3035751558.682,1
3035778466.5,1
3035968743.213,1
3035984119.109,1
3036018714.875,1
3036066764.55,0
3036068686.537,1
3036109048.264,1
3036143644.03,1
3036151331.978,1
3036193615.692,1
3036268573.185,1
3036295481.003,1
3036339686.704,1
3036351218.626,1
3036366594.522,0
3036408878.236,1
3036508821.56,1
3036520353.482,1
3036585701.04,1
3036618374.819,1
3036666424.494,1
3036749069.935,1
3036772133.779,1
3036774055.766,1
3036802885.571,1
3036879765.051,1
3036883609.025,1
3036887452.999,1
3036889374.986,1
3036920126.778,1
3036935502.674,0
3036987396.323,1
3037041211.959,1
3037052743.881,1
3037193048.932,0
3037196892.906,1
3037233410.659,1
3037323744.048,1
3037360261.801,1
3037412155.45,1
3037517864.735,1
3037617808.059,1
3037662013.76,0
3037673545.682,0
3037769645.032,0
3037840758.551,1
3037871510.343,0
3037894574.187,1
3038102148.783,1
3038130978.588,1
3038154042.432,1
3038159808.393,1
3038171340.315,1
3038227077.938,0
3038242453.834,0
3038269361.652,1
3038309723.379,1
3038378914.911,1
3038394290.807,1
3038455794.391,1
3038480780.222,1
3038515375.988,1
3038553815.728,0
3038584567.52,1
3038592255.468,1
3038609553.351,1
3038619163.286,1
3038715262.636,1
3038726794.558,1
3038757546.35,1
3038786376.155,1
3038828659.869,1
3038855567.687,1
3038993950.751,1
3039022780.556,1
3039168851.568,1
3039199603.36,1
3039224589.191,1
3039268794.892,1
3039280326.814,1
3039412943.917,1
3039432163.787,0
3039441773.722,1
3039460993.592,1
3039478291.475,1
3039510965.254,1
3039514809.228,1
3039559014.929,1
3039572468.838,1
3039612830.565,1
3039630128.448,1
3039632050.435,0
3039647426.331,1
3039658958.253,1
3039664724.214,1
3039683944.084,1
3039714695.876,1
3039789653.369,1
3040014525.848,1
3040027979.757,1
3040052965.588,1
3040099093.276,1
3040116391.159,1
3040149064.938,1
3040231710.379,0
3040233632.366,1
3040243242.301,1
3040272072.106,1
3040275916.08,0
3040289369.989,1
3040325887.742,1
3040352795.56,1
3040366249.469,1
3040391235.3,0
3040423909.079,1
3040425831.066,1
3040454660.871,1
3040512320.481,1
3040627639.701,1
3040629561.688,1
3040633405.662,0
3040648781.558,1
3040708363.155,1
3040794852.57,1
3040840980.258,1
3040889029.933,1
3040900561.855,1
3040914015.764,1
3040925547.686,1
3040927469.673,0
3040985129.283,0
3041019725.049,1
3041054320.815,1
3041058164.789,0
3041113902.412,1
3041150420.165,1
3041202313.814,1
3041248441.502,1
3041277271.307,1
3041296491.177,1
3041388746.553,1
3041415654.371,1
3041488689.877,1
3041540583.526,1
3041548271.474,1
3041557881.409,1
3041575179.292,1
3041627072.941,0
3041652058.772,1
3041732782.226,1
3041782753.888,0
3041825037.602,1
3041873087.277,0
3041896151.121,1
3042065285.977,1
3042161385.327,1
3042169073.275,1
3042245952.755,1
3042272860.573,1
3042343974.092,1
3042524640.87,0
3042643804.064,1
3042686087.778,1
3042691853.739,1
3042703385.661,1
3042739903.414,1
3042753357.323,1
3042787953.089,1
3042809094.946,1
3042859066.608,1
3042893662.374,1
3042912882.244,0
3042937868.075,0
3042960931.919,1
3042999371.659,1
3043018591.529,1
3043028201.464,1
3043032045.438,1
3043053187.295,1
3043141598.697,1
3043155052.606,1
3043170428.502,1
3043212712.216,1
3043299201.631,1
3043354939.254,1
3043360705.215,1
3043370315.15,1
3043376081.111,1
3043378003.098,1
3043381847.072,1
3043424130.786,0
3043443350.656,1
3043454882.578,1
3043512542.188,1
3043539450.006,1
3043543293.98,1
3043579811.733,1
3043725882.745,1
3043764322.485,1
3043795074.277,1
3043821982.095,1
3043837357.991,0
3043850811.9,1
3043854655.874,0
3043856577.861,1
3043916159.458,1
3043966131.12,1
3044083372.327,1
3044092982.262,1
3044116046.106,1
3044123734.054,1
3044319776.728,1
3044323620.702,0
3044340918.585,1
3044356294.481,1
3044398578.195,1
3044442783.896,1
3044498521.519,1
3044515819.402,1
3044542727.22,1
3044544649.207,1
3044561947.09,0
3044563869.077,1
3044617684.713,1
3044719550.024,1
3044804117.452,0
3044884840.906,1
3044911748.724,1
3044965564.36,1
3045004004.1,1
3045032833.905,1
3045063585.697,1
3045103947.424,1
3045140465.177,1
3045142387.164,1
3045171216.969,1
3045192358.826,1
3045234642.54,1
3045236564.527,0
3045259628.371,1
3045284614.202,0
3045315365.994,1
3045330741.89,1
3045353805.734,1
3045363415.669,0
3045374947.591,1
3045401855.409,1
3045407621.37,1
3045497954.759,1
3045517174.629,1
3045524862.577,1
3045546004.434,1
3045594054.109,1
3045595976.096,1
3045680543.524,0
3045732437.173,1
3045740125.121,0
3045749735.056,1
3045955387.665,1
3045964997.6,1
3045966919.587,1
3045978451.509,1
3046014969.262,1
3046061096.95,1
3046089926.755,1
3046176416.17,1
3046191792.066,1
3046301345.325,1
3046364770.896,1
3046383990.766,0
3046387834.74,1
3046397444.675,1
3046408976.597,1
3046485856.077,1
3046501231.973,1
3046624239.141,0
3046712650.543,1
3046749168.296,1
3046770310.153,1
3046781842.075,1
3046835657.711,0
3046895239.308,1
3046897161.295,1
3046899083.282,1
3046939445.009,1
3046945210.97,1
3046958664.879,0
3047075906.086,1
3047122033.774,1
3047125877.748,1
3047179693.384,1
3047237352.994,1
3047248884.916,1
3047258494.851,1
3047369970.097,1
3047421863.746,1
3047462225.473,1
3047491055.278,1
3047502587.2,1
3047510275.148,1
3047512197.135,1
3047560246.81,1
3047712083.783,1
3047731303.653,1
3047846622.873,1
3047875452.678,1
3047967708.054,1
3048008069.781,1
3048198346.494,1
3048200268.481,1
3048221410.338,0
3048223332.325,1
3048225254.312,1
3048238708.221,1
3048259850.078,1
3048298289.818,1
3048340573.532,1
3048405921.09,0
3048423218.973,1
3048438594.869,1
3048444360.83,1
3048461658.713,1
3048498176.466,1
3048534694.219,1
3048544304.154,1
3048605807.738,0
3048665389.335,0
3048669233.309,1
3048734580.867,0
3048782630.542,1
3048836446.178,1
3048922935.593,1
3049061318.657,1
3049193935.76,1
3049195857.747,1
3049197779.734,1
3049201623.708,1
3049213155.63,0
3049282347.162,1
3049320786.902,1
3049322708.889,1
3049336162.798,1
3049347694.72,1
3049378446.512,1
3049478389.836,1
3049609084.952,1
3049632148.796,1
3049757077.951,1
3049776297.821,1
3049780141.795,1
3049782063.782,1
3049822425.509,1
3049835879.418,0
3049910836.911,1
3049931978.768,1
3050005014.274,1
3050008858.248,1
3050045376.001,0
3050154929.26,1
3050210666.883,0
3050243340.662,1
3050304844.246,1
3050306766.233,1
3050312532.194,1
3050377879.752,0
3050381723.726,1
3050406709.557,1
3050412475.518,1
3050448993.271,1
3050477823.076,1
3050489354.998,1
3050556624.543,0
3050620050.114,1
3050625816.075,1
3050654645.88,1
3050670021.776,1
3050712305.49,1
3050718071.451,0
3050748823.243,0
3050785340.996,1
3050885284.32,0
3050983305.657,1
3051019823.41,1
3051023667.384,1
3051035199.306,1
3051048653.215,1
3051073639.046,1
3051127454.682,1
3051140908.591,1
3051152440.513,1
3051185114.292,1
3051292745.564,1
3051356171.135,1
3051373469.018,1
3051459958.433,1
3051477256.316,1
3051532993.939,1
3051627171.302,0
3051746334.496,0
3051792462.184,0
3051861653.716,1
3051948143.131,0
3051982738.897,1
3052065384.338,1
3052067306.325,1
3052073072.286,1
3052138419.844,1
3052142263.818,1
3052301788.739,1
3052407498.024,0
3052419029.946,1
3052428639.881,1
3052482455.517,1
3052509363.335,1
3052534349.166,1
3052543959.101,1
3052568944.932,1
3052624682.555,1
3052653512.36,1
3052693874.087,0
3052713093.957,1
3052795739.398,0
3052809193.307,1
3052838023.112,1
3052855320.995,1
3052930278.488,1
3052995626.046,1
3053128243.149,1
3053137853.084,1
3053162838.915,1
3053193590.707,0
3053203200.642,1
3053287768.07,1
3053333895.758,1
3053337739.732,1
3053343505.693,1
3053378101.459,1
3053470356.835,0
3053478044.783,1
3053485732.731,1
3053572222.146,1
3053643335.665,0
3053660633.548,1
3053695229.314,1
3053808626.547,1
3053814392.508,1
3053912413.845,1
3053970073.455,1
3054000825.247,1
3054031577.039,1
3054064250.818,0
3054123832.415,1
3054202633.882,1
3054241073.622,1
3054252605.544,1
3054323719.063,0
3054329485.024,1
3054350626.881,1
3054366002.777,1
3054444804.244,1
3054531293.659,1
3054565889.425,1
3054612017.113,1
3054694662.554,1
3054696584.541,1
3054698506.528,1
3054704272.489,1
3054721570.372,1
3054727336.333,1
3054738868.255,1
3054775386.008,1
3054815747.735,1
3054833045.618,1
3054877251.319,0
3054894549.202,0
3054904159.137,1
3054911847.085,1
3054913769.072,1
3054921457.02,0
3054956052.786,1
3054973350.669,1
3055013712.396,0
3055015634.383,1
3055031010.279,0
3055052152.136,1
3055117499.694,1
3055129031.616,1
3055163627.382,1
3055169393.343,1
3055173237.317,1
3055194379.174,0
3055207833.083,0
3055211677.057,1
3055230896.927,1
3055288556.537,1
3055290478.524,1
3055340450.186,1
3055384655.887,1
3055388499.861,1
3055411563.705,1
3055461535.367,1
3055484599.211,1
3055503819.081,1
3055651812.08,1
3055657578.041,1
3055797883.092,1
3055813258.988,0
3055859386.676,0
3055863230.65,1
3055917046.286,1
3055953564.039,1
3055963173.974,1
3055986237.818,1
3056007379.675,1
3056116932.934,1
3056161138.635,1
3056172670.557,1
3056174592.544,1
3056191890.427,1
3056193812.414,0
3056228408.18,1
3056362947.27,1
3056370635.218,0
3056474422.516,1
3056476344.503,1
3056526316.165,1
3056578209.814,1
3056641635.385,1
3056649323.333,0
3056722358.839,0
3056731968.774,0
3056762720.566,1
3056787706.397,1
3056814614.215,0
3056879961.773,1
3056897259.656,1
3056903025.617,1
3056912635.552,1
3056914557.539,1
3056926089.461,1
3056929933.435,1
3056960685.227,1
3056964529.201,1
3057001046.954,0
3057004890.928,1
3057060628.551,0
3057095224.317,1
3057275891.095,0
3057285501.03,1
3057354692.562,1
3057389288.328,1
3057404664.224,1
3057423884.094,1
3057450791.912,0
3057529593.379,1
3057569955.106,1
3057608394.846,1
3057610316.833,1
3057618004.781,1
3057658366.508,1
3057660288.495,1
3057685274.326,1
3057710260.157,1
3057716026.118,1
3057717948.105,1
3057748699.897,1
3057794827.585,1
3057940898.597,1
3057996636.22,1
3057998558.207,1
3058061983.778,1
3058073515.7,1
3058175381.011,1
3058196522.868,1
3058213820.751,1
3058219586.712,1
3058306076.127,1
3058319530.036,1
3058329139.971,1
3058331061.958,1
3058342593.88,1
3058390643.555,0
3058446381.178,1
3058452147.139,1
3058469445.022,1
3058502118.801,1
3058590530.203,0
3058602062.125,1
3058628969.943,0
3058644345.839,1
3058726991.28,0
3058786572.877,0
3058899970.11,1
3058926877.928,1
3058934565.876,1
3058949941.772,1
3059015289.33,0
3059047963.109,0
3059057573.044,1
3059161360.342,1
3059251693.731,1
3059299743.406,1
3059332417.185,1
3059380466.86,1
3059624559.209,1
3059734112.468,1
3059761020.286,1
3059776396.182,1
3059820601.883,1
3059824445.857,1
3059834055.792,1
3059855197.649,1
3059918623.22,1
3059964750.908,1
3060014722.57,1
3060051240.323,1
3060095446.024,1
3060245361.01,1
3060262658.893,1
3060303020.62,1
3060393354.009,1
3060424105.801,1
3060437559.71,1
3060564410.852,1
3060568254.826,1
3060585552.709,1
3060591318.67,1
3060608616.553,1
3060641290.332,1
3060658588.215,1
3060722013.786,0
3060729701.734,1
3060743155.643,1
3060758531.539,1
3060764297.5,1
3060766219.487,1
3060881538.707,1
3060893070.629,1
3060956496.2,0
3061014155.81,1
3061033375.68,1
3061044907.602,1
3061089113.303,1
3061146772.913,1
3061256326.172,1
3061260170.146,0
3061269780.081,0
3061302453.86,1
3061362035.457,1
3061373567.379,0
3061417773.08,1
3061427383.015,1
3061446602.885,1
3061452368.846,1
3061481198.651,1
3061515794.417,1
3061560000.118,0
3061561922.105,1
3061565766.079,1
3061573454.027,1
3061608049.793,1
3061640723.572,1
3061667631.39,1
3061679163.312,1
3061696461.195,1
3061765652.727,1
3061786794.584,1
3061800248.493,1
3061813702.402,1
3061852142.142,1
3061863674.064,1
3061888659.895,1
3062055872.764,1
3062232695.568,1
3062271135.308,1
3062276901.269,1
3062290355.178,1
3062344170.814,1
3062365312.671,1
3062419128.307,1
3062501773.748,1
3062526759.579,1
3062576731.241,1
3062607483.033,1
3062661298.669,1
3062678596.552,1
3062692050.461,0
3062703582.383,1
3062743944.11,1
3062853497.369,1
3062882327.174,1
3062890015.122,0
3062895781.083,1
3062976504.537,1
3062982270.498,1
3063005334.342,1
3063041852.095,1
3063045696.069,1
3063049540.043,1
3063061071.965,1
3063064915.939,1
3063089901.77,1
3063141795.419,1
3063153327.341,1
3063237894.769,0
3063255192.652,1
3063297476.366,1
3063307086.301,1
3063309008.288,1
3063410873.599,1
3063451235.326,0
3063508894.936,1
3063522348.845,1
3063555022.624,1
3063576164.481,0
3063580008.455,1
3063626136.143,1
3063629980.117,1
3063670341.844,1
3063681873.766,1
3063728001.454,1
3063770285.168,1
3063797192.986,1
3063802958.947,1
3063831788.752,1
3063856774.583,1
3063883682.401,1
3063889448.362,1
3063910590.219,1
3063983625.725,1
3064016299.504,1
3064033597.387,1
3064035519.374,1
3064070115.14,1
3064089335.01,0
3064193122.308,1
3064214264.165,0
3064241171.983,1
3064256547.879,1
3064268079.801,0
3064331505.372,0
3064369945.112,1
3064381477.034,1
3064416072.8,0
3064431448.696,1
3064439136.644,0
3064441058.631,1
3064446824.592,0
3064577519.708,1
3064656321.175,1
3064660165.149,0
3064712058.798,1
3064721668.733,1
3064725512.707,1
3064756264.499,0
3064787016.291,0
3064852363.849,1
3065077236.328,1
3065092612.224,1
3065127207.99,1
3065136817.925,1
3065140661.899,1
3065202165.483,1
3065271357.015,1
3065294420.859,0
3065325172.651,1
3065471243.663,1
3065505839.429,1
3065546201.156,1
3065576952.948,0
3065580796.922,0
3065790293.505,1
3065801825.427,1
3065822967.284,1
3065859485.037,1
3065934442.53,1
3065949818.426,1
3066024775.919,1
3066067059.633,1
3066074747.581,1
3066099733.412,1
3066134329.178,1
3066165080.97,1
3066170846.931,0
3066174690.905,0
3066178534.879,1
3066205442.697,1
3066343825.761,1
3066380343.514,1
3066462988.955,1
3066512960.617,1
3066536024.461,1
3066568698.24,0
3066585996.123,1
3066614825.928,1
3066620591.889,1
3066637889.772,1
3066653265.668,1
3066720535.213,1
3066797414.693,1
3066807024.628,1
3066891592.056,1
3066910811.926,1
3067014599.224,1
3067031897.107,1
3067037663.068,1
3067060726.912,1
3067068414.86,1
3067118386.522,1
3067129918.444,1
3067152982.288,1
3067191422.028,0
3067193344.015,1
3067195266.002,1
3067222173.82,1
3067268301.508,0
3067304819.261,1
3067314429.196,1
3067318273.17,1
3067325961.118,1
3067366322.845,1
3067420138.481,1
3067445124.312,1
3067454734.247,1
3067473954.117,1
3067483564.052,0
3067485486.039,1
3067548911.61,1
3067587351.35,1
3067589273.337,0
3067696904.609,0
3067727656.401,1
3067760330.18,1
3067837209.66,1
3067841053.634,1
3067952528.88,1
3067962138.815,1
3067973670.737,1
3067975592.724,1
3068042862.269,1
3068094755.918,1
3068108209.827,0
3068146649.567,0
3068156259.502,1
3068194699.242,1
3068198543.216,1
3068211997.125,1
3068231216.995,1
3068294642.566,1
3068296564.553,1
3068302330.514,1
3068331160.319,1
3068365756.085,1
3068371522.046,1
3068398429.864,0
3068400351.851,1
3068411883.773,1
3068425337.682,1
3068433025.63,1
3068465699.409,0
3068469543.383,0
3068548344.85,0
3068550266.837,1
3068698259.836,0
3068796281.173,1
3068800125.147,0
3068840486.874,1
3068852018.796,1
3068877004.627,1
3068930820.263,1
3069028841.6,1
3069032685.574,1
3069049983.457,1
3069053827.431,1
3069067281.34,1
3069119174.989,1
3069149926.781,1
3069155692.742,1
3069161458.703,0
3069192210.495,1
3069307529.715,0
3069322905.611,1
3069338281.507,1
3069436302.844,1
3069457444.701,1
3069578529.882,1
3069636189.492,1
3069651565.388,1
3069711146.985,1
3069720756.92,0
3069872593.893,1
3069882203.828,1
3069909111.646,1
3069934097.477,1
3069937941.451,1
3069985991.126,1
3070085934.45,0
3070166657.904,1
3070232005.462,1
3070256991.293,1
3070270445.202,1
3070276211.163,0
3070314650.903,0
3070333870.773,0
3070355012.63,1
3070393452.37,1
3070410750.253,1
3070435736.084,1
3070462643.902,1
3070476097.811,1
3070514537.551,1
3070552977.291,1
3070554899.278,1
3070616402.862,1
3070679828.433,0
3070839353.354,1
3070927764.756,1
3070948906.613,1
3070958516.548,1
3070960438.535,1
3071023864.106,1
3071043083.976,0
3071075757.755,1
3071077679.742,1
3071106509.547,1
3071121885.443,1
3071123807.43,1
3071152637.235,1
3071160325.183,1
3071179545.053,1
3071277566.39,0
3071287176.325,1
3071304474.208,1
3071344835.935,1
3071360211.831,1
3071375587.727,1
3071383275.675,0
3071492828.934,1
3071512048.804,1
3071569708.414,1
3071587006.297,1
3071604304.18,1
3071627368.024,1
3071640821.933,1
3071685027.634,1
3071708091.478,1
3071727311.348,0
3071794580.893,1
3071856084.477,0
3071873382.36,1
3071913744.087,1
3071942573.892,0
3071954105.814,1
3071965637.736,1
3071973325.684,1
3071982935.619,1
3072009843.437,1
3072011765.424,1
3072044439.203,1
3072123240.67,0
3072177056.306,1
3072194354.189,1
3072353879.11,1
3072365411.032,0
3072378864.941,0
3072499950.122,1
3072501872.109,1
3072551843.771,1
3072565297.68,1
3072576829.602,0
3072590283.511,1
3072653709.082,1
3072672928.952,1
3072686382.861,1
3072688304.848,1
3072711368.692,0
3072719056.64,1
3072838219.834,1
3072861283.678,1
3072876659.574,1
3072884347.522,1
3072899723.418,1
3072909333.353,1
3073018886.612,1
3073041950.456,1
3073043872.443,1
3073066936.287,1
3073097688.079,1
3073134205.832,1
3073141893.78,1
3073151503.715,1
3073172645.572,1
3073174567.559,1
3073182255.507,1
3073214929.286,1
3073228383.195,1
3073434035.804,0
3073441723.752,0
3073445567.726,0
3073462865.609,1
3073557042.972,1
3073562808.933,1
3073578184.829,1
3073587794.764,1
3073624312.517,0
3073626234.504,1
3073668518.218,0
3073695426.036,1
3073718489.88,1
3073883780.762,1
3073952972.294,1
3073960660.242,1
3074081745.423,1
3074118263.176,1
3074177844.773,1
3074229738.422,1
3074231660.409,1
3074260490.214,1
3074264334.188,1
3074275866.11,1
3074306617.902,1
3074339291.681,1
3074435391.031,1
3074466142.823,1
3074468064.81,1
3074518036.472,1
3074523802.433,1
3074581462.043,0
3074591071.978,1
3074616057.809,0
3074625667.744,1
3074637199.666,1
3074650653.575,1
3074654497.549,1
3074660263.51,1
3074719845.107,1
3074773660.743,1
3074814022.47,1
3074823632.405,1
3074887057.976,1
3074960093.482,1
3074985079.313,1
3074998533.222,1
3075019675.079,1
3075023519.053,1
3075134994.299,1
3075154214.169,1
3075161902.117,1
3075217639.74,1
3075234937.623,1
3075256079.48,1
3075277221.337,1
3075292597.233,1
3075359866.778,1
3075402150.492,1
3075413682.414,1
3075461732.089,0
3075484795.933,1
3075519391.699,1
3075534767.595,1
3075550143.491,1
3075557831.439,1
3075582817.27,1
3075584739.257,1
3075594349.192,0
3075874959.294,1
3075917243.008,1
3075951838.774,1
3076019108.319,0
3076095987.799,1
3076101753.76,1
3076115207.669,1
3076147881.448,0
3076155569.396,0
3076165179.331,0
3076209385.032,0
3076228604.902,1
3076278576.564,1
3076295874.447,1
3076390051.81,1
3076393895.784,1
3076395817.771,1
3076465009.303,1
3076468853.277,1
3076520746.926,1
3076628378.198,1
3076666817.938,0
3076770605.236,0
3076787903.119,0
3076839796.768,0
3076885924.456,0
3076955115.988,1
3076968569.897,1
3077039683.416,1
3077147314.688,1
3077162690.584,1
3077185754.428,0
3077258789.934,1
3077279931.791,0
3077335669.414,0
3077362577.232,1
3077397172.998,0
3077618201.503,1
3077641265.347,1
3077660485.217,1
3077672017.139,1
3077673939.126,0
3077746974.632,1
3077754662.58,0
3077773882.45,1
3077789258.346,0
3077883435.709,1
3077923797.436,0
3077941095.319,1
3077991066.981,1
3077992988.968,1
